id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
180692,https://www.airbnb.com/rooms/180692,2.02501E+13,30/01/2025,previous scrape,Tango and Enjoyment of Buenos Aires,,,https://a0.muscache.com/pictures/17273077/d51c0824_original.jpg,865765,https://www.airbnb.com/users/show/865765,Hector,25/07/2011,"Buenos Aires, Argentina","My background is an Engineering Professional, that also like Sports and have a real appreciation for the Tango Dancing.   Born in Buenos Aires, I was living in the South of Argentina and in Australia, 

I am married, and living a few block from this actual offering.

I consider myself helpful and like to meet old friends and make new ones.",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/865765/profile_pic/1368063036/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/865765/profile_pic/1368063036/original.jpg?aki_policy=profile_x_medium,Villa Urquiza,1,1,[],t,f,,Villa Urquiza,,-34.57624,-58.48314,Private room in rental unit,Private room,2,null,1 bath,null,null,"[""Washer"", ""Kitchen"", ""Heating"", ""Elevator""]",null,5,30,5,5,30,30,5,30,,,0,0,0,0,30/01/2025,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,,f,1,0,1,0,null
181627,https://www.airbnb.com/rooms/181627,2.02501E+13,30/01/2025,previous scrape,RENT APP ARTS,,,https://a0.muscache.com/pictures/1157759/db67ee34_original.jpg,870611,https://www.airbnb.com/users/show/870611,Pablo,26/07/2011,"Paris, France",http://aviso.zonaprop.com.ar/departamentos-3-ambientes-palermo-capital-federal-3922649,N/A,N/A,N/A,f,https://a0.muscache.com/im/users/870611/profile_pic/1311667555/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/870611/profile_pic/1311667555/original.jpg?aki_policy=profile_x_medium,Palermo,1,5,[],t,f,,Palermo,,-34.5845,-58.41291,Private room in rental unit,Private room,3,null,,1,null,[],null,30,180,30,30,180,180,30,180,,,0,0,0,0,30/01/2025,0,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,,f,1,0,1,0,null
182031,https://www.airbnb.com/rooms/182031,2.02501E+13,29/01/2025,city scrape,Habitación Troilo - Auténtica Experiencia Tanguera,"Our house that is not a Hostel, it is a welcoming Community of artists, unique experience, living with a very loving group and our friendly kitten.Local residents will be happy to guide them so they can enjoy the city to the fullest. Professional cleaning is done once a week, daily among all we maintain tidiness and cleanliness.<br />The room is ideally located on the terrace with the small disadvantage of having to go through the outside and staircase to go to the bathroom.","almagro is a picturesque neighborhood with many bars and theaters, a student neighborhood.",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTgyMDMx/original/c348aa44-7f9e-45e5-ad70-9dc30f07c7d0.jpeg,872401,https://www.airbnb.com/users/show/872401,Hanna,26/07/2011,"Buenos Aires, Argentina","I am Swiss, living in Buenos Aires for already 15 years, dedicated to my hostel and my sweet daughters! We enjoy a lot getting to know new people and create a warm environment!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-872401/original/6fff7899-964f-4df3-985a-86d4b3bbe3d3.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-872401/original/6fff7899-964f-4df3-985a-86d4b3bbe3d3.jpeg?aki_policy=profile_x_medium,Villa Crespo,5,8,"['email', 'phone']",t,t,"Buenos Aires, Capital Federal, Argentina",Almagro,,-34.60047,-58.41764,Private room in home,Private room,2,2,2 shared baths,1,1,"[""Air conditioning"", ""Bed linens"", ""Cleaning products"", ""Outdoor furniture"", ""Heating"", ""Dedicated workspace"", ""Shared backyard"", ""Dishes and silverware"", ""Barbecue utensils"", ""Oven"", ""BBQ grill"", ""Drying rack for clothing"", ""Hangers"", ""Other gas stove"", ""Washer"", ""Hot water kettle"", ""Lock on bedroom door"", ""Hot water"", ""Wifi"", ""Dining table"", ""Outdoor dining area"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Host greets you"", ""Refrigerator"", ""Free street parking"", ""Clothing storage: wardrobe"", ""Kitchen"", ""Freezer""]",18904,6,730,6,6,1125,1125,6,1125,,t,0,0,0,255,29/01/2025,14,9,0,227,10,108,2041632,23/12/2022,26/12/2024,4.86,4.93,4.71,5,5,5,4.79,,t,5,0,5,0,0.55
186005,https://www.airbnb.com/rooms/186005,2.02501E+13,30/01/2025,city scrape,Spacious apartment with 2 bedrooms and 2 bathrooms,"Spacious and modern apartment with balcony to the front, equipped for up to 6 people. Unbeatable location, just 100 metres from the pedestrian Florida, 50 metres from Av. Córdoba and Sheraton Libertador Hotel, 250 meters from Santa Fe Avenue.","The apartment is located in a distinguished neighborhood, surrounded by the most important hotels in the city, with a wide range of shops, bars, restaurants, shopping galleries, banks, exchange houses, supermarkets, theaters, cinemas, bookstores.<br />250 meters from the subway station, 100 meters from Peatonal Florida, 150 meters from Galerías Pacífico, 200 meters from Plaza San Martín, 350 meters from Avenida 9 de Julio (Metrobus), 200 meters from Avenida Santa Fé, 700 meters from Puerto Log.<br /> Undoubtedly the best option in the center of Buenos Aires.",https://a0.muscache.com/pictures/66b2de6e-fcbf-4c4c-b306-41cc3b0ea9d6.jpg,893209,https://www.airbnb.com/users/show/893209,Victoria,30/07/2011,"Buenos Aires, Argentina","Soy Victoria, educadora social y estudiante de comunicación social.
Me encanta viajar y conocer gente de distintos lugares y culturas.
Será un placer para mi recibirlos en mi querida ciudad.
Por cuestiones laborales, en oportunidades podrán ser recibidos por mis padres, Mónica y Rodi. Juntos conformamos un equipo de trabajo en familia, dispuesto a ayudar a nuestros huéspedes, desde la reserva hasta la estadía en nuestra ciudad. 
",within a few hours,90%,77%,t,https://a0.muscache.com/im/pictures/user/728d1f43-a11a-430d-8d4d-56a80058abc1.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/728d1f43-a11a-430d-8d4d-56a80058abc1.jpg?aki_policy=profile_x_medium,Retiro,4,5,"['email', 'phone']",t,t,"Buenos Aires, Capital Federal, Argentina",Retiro,,-34.59804,-58.37688,Entire rental unit,Entire home/apt,6,2,2 baths,2,5,"[""Air conditioning"", ""Patio or balcony"", ""Bed linens"", ""TV with standard cable"", ""Outdoor furniture"", ""Heating"", ""Dishes and silverware"", ""Elevator"", ""Essentials"", ""Oven"", ""Microwave"", ""Stove"", ""Washer"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Host greets you"", ""Iron"", ""Refrigerator"", ""Kitchen""]",68264,5,365,4,4,365,365,4,365,,t,30,60,90,180,30/01/2025,85,0,0,180,0,0,0,08/12/2011,28/10/2023,4.7,4.78,4.54,4.84,4.83,4.87,4.59,,f,4,4,0,0,0.53
190988,https://www.airbnb.com/rooms/190988,2.02501E+13,30/01/2025,city scrape,Beautiful apartment in Las Cañitas for 6,"Our comfortable and bright three bedroom apartment is located on a quiet & lovely street in the heart of Las Cañitas, a great place to relax while enjoying the local music and delicious foods in the ample variety of bars and restaurants.","The corner of Palermo known as ""THE CAÑITAS"" is a commercial but very calm zone, characterized by its green spaces and being one of ""the more younger and fashionable zones of Buenos Aires. Here you will find one of the main gastronomic poles of the city, with an ample variety of bars and restaurants where you can enjoy the nightlife. The PALERMO neighbourhood: featuring colorful gardens and forests, this neighbourhood is the greenest and biggest in the city. Around its lakes people gathers specially on weekends for practicing sports, and enjoy outdoor activities. At three minutes walk from the building there is a new park with green where the children can enjoy the colorful playground and adults relax on a sunny day. <br />You are near the Polo Fields, Solar de la Abadia Shopping Center, Jumbo & Easy shopping Center, Belgrano, Palermo and Di Tella Universities, Golf Club, various embassies (as USA, Germany, Austria, Croacia, Ucrania, Venezuela, Filipinas, Azerbajian, etc).",https://a0.muscache.com/pictures/9ca81b11-f4b0-4fc5-8b64-189e73cb604d.jpg,320183,https://www.airbnb.com/users/show/320183,Hortensia,16/12/2010,"Buenos Aires, Argentina","Hi, 
I live in Buenos Aires with my husband. Our children are grown up and scattered one living in SLC (Utah), other in Mercedes ( Buenos Aires province) and the Benjamin still in BsAs. I love to take photos, travel and read novels. I like to meet people of all ages from other parts of the world, to know about their different cultures. 
I am very friendly so I do not think you will ever have a problem with me.  
I am very careful with my things and especially with other people's, so I try to leave everything as it was given to me. ",within an hour,100%,100%,t,https://a0.muscache.com/im/users/320183/profile_pic/1298490665/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/320183/profile_pic/1298490665/original.jpg?aki_policy=profile_x_medium,Palermo,1,4,"['email', 'phone']",t,t,"Buenos Aires, Capital Federal, Argentina",Palermo,,-34.57133,-58.42975,Entire rental unit,Entire home/apt,6,2,2 baths,3,4,"[""Bathtub"", ""Radiant heating"", ""Cocina a gas con hornallas y horno oven"", ""Bed linens"", ""Books and reading material"", ""Cleaning products"", ""Clothing storage: closet"", ""32 inch HDTV with standard cable"", ""Dishes and silverware"", ""Elevator"", ""Essentials"", ""Drying rack for clothing"", ""Hangers"", ""Ethernet connection"", ""Laundromat nearby"", ""Microwave"", ""Private patio or balcony"", ""Room-darkening shades"", ""Wine glasses"", ""Hot water"", ""Wifi"", ""Dining table"", ""Paid parking lot off premises"", ""Body soap"", ""Heladera con freezer Patrick  refrigerator"", ""Toaster"", ""City skyline view"", ""Courtyard view"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Host greets you"", ""Bidet"", ""Gas stove"", ""Window AC unit"", ""Long term stays allowed"", ""Free street parking"", ""Kitchen"", ""Freezer"", ""Baking sheet""]",74565,9,120,9,9,1125,1125,9,1125,,t,30,47,59,334,30/01/2025,46,5,1,305,6,90,6710850,06/01/2013,04/01/2025,4.78,4.84,4.85,4.98,4.98,4.89,4.72,,f,1,1,0,0,0.31
315025,https://www.airbnb.com/rooms/315025,2.02501E+13,30/01/2025,previous scrape,Onehouse - Your home in BuenosAires,,"Located in the neighborhood of San Telmo, one of the most famous and tourist neighborhoods for its emblematic restaurants, museums, market, tango places... Great accessibility to any part of the city, it is an unmissable neighborhood if you come to know Buenos Aires.",https://a0.muscache.com/pictures/3371802/5cb4d86c_original.jpg,915313,https://www.airbnb.com/users/show/915313,Liliana,03/08/2011,"Buenos Aires, Argentina","Es una Casa dedicada a hospedar a personas de todo el mundo... Generando un espacio de intercambio cultural y una convivencia acorde a las comodidades e inquietudes propias del viajante extranjero…para que te sientas como en tu casa y conozcas todas las costumbres de Buenos Aires...La casa esta completamente equipada, cuenta con un cocina amplia con espacio para comer, una sala muy grande con living. Las habitaciones tienen TV, WI-FI, escritorio, armario y blanqueria (sabanas, toallas, etc). Servicio de Limpieza. Opcional Clases de Tango, de Idiomas y salidas Turisticas... Excelente Ubicación en pleno barrio de San Telmo. Amplia Casa, cuenta con 450 m2 y 2 pisos. Contiene 4 habitaciones dobles y 1 simple. Dos baños completos. Balcon y terraza equipada para realizar asados. Patio interno con hermoso espacio verde...",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/915313/profile_pic/1360015963/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/915313/profile_pic/1360015963/original.jpg?aki_policy=profile_x_medium,Palermo,5,10,"['email', 'phone']",t,f,"Buenos Aires, Capital Federal, Argentina",San Telmo,,-34.61687,-58.37665,Private room in home,Private room,7,null,2 shared baths,null,null,"[""Washer"", ""Smoking allowed"", ""Iron"", ""TV with standard cable"", ""Wifi"", ""Heating"", ""Kitchen""]",null,1,1125,1,1,1125,1125,1,1125,,,0,0,0,0,30/01/2025,7,0,0,0,0,0,null,20/02/2012,10/07/2012,4.8,4.83,4.67,5,4.83,4.5,4.5,,f,4,0,4,0,0.04
315790,https://www.airbnb.com/rooms/315790,2.02501E+13,29/01/2025,city scrape,Double Room or Twin Room In Palermo Soho,"I speak, Spanish, English and Russian & I offer a DOUBLE room (Shared Bathroom and a toilette) in one of the best LOCATION in BA. There is a king size bed or 2 single beds, a closet, secreter, library furniture, 3 chairs, Cable TV, air conditioning. This room has a lot of light and very sunny. The room rate comes with free Wi-Fi connection. LIVING room with sofas, armchairs, dining table for 8 people where, coffee tables, air conditioning, and a lot of light and sun. Cozy & close to subway/buses",Wonderful neighborhood to walk and explore Palermo.,https://a0.muscache.com/pictures/3844464/45a629f7_original.jpg,1621752,https://www.airbnb.com/users/show/1621752,Luba,18/01/2012,"Buenos Aires, Argentina","I am Luba, I  live by myself  and I rent rooms to guests from around the world. I have 2 children, Lara and Alexis. Lara lives in Buenos Aires and Alexis in Madrid. About my favorite activities, I like to dance Tango, I am keen on computers, specially about reading news on it, and I also like to chat, eat chocolates, drink coffee, go to restaurants, go to the movies and, travel (whenever I can). I also like to go shopping for clothes and shoes (whenever I can too!).",within an hour,100%,99%,t,https://a0.muscache.com/im/users/1621752/profile_pic/1329366887/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/1621752/profile_pic/1329366887/original.jpg?aki_policy=profile_x_medium,Palermo,4,6,"['email', 'phone']",t,t,"Buenos Aires, Capital Federal, Argentina",Palermo,,-34.59087,-58.4227,Private room in rental unit,Private room,2,1.5,1.5 shared baths,1,1,"[""Air conditioning"", ""Bed linens"", ""Hair dryer"", ""TV with standard cable"", ""Heating"", ""Private entrance"", ""Elevator"", ""Essentials"", ""Hangers"", ""Microwave"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Hot water"", ""Wifi"", ""Shampoo"", ""City skyline view"", ""Paid parking on premises"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Host greets you"", ""Refrigerator"", ""Long term stays allowed"", ""Pocket wifi"", ""Kitchen""]",29406,2,1125,2,2,1125,1125,2,1125,,t,0,29,59,334,29/01/2025,92,1,0,306,1,6,176436,13/03/2012,17/11/2024,4.8,4.77,4.79,4.91,4.89,4.92,4.8,,f,4,0,4,0,0.59
316228,https://www.airbnb.com/rooms/316228,2.02501E+13,30/01/2025,city scrape,A Balcony in the Sky Bs As Live Hotel Palermo,,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MzE2MjI4/original/fdb9fa40-8b70-4f55-b7e6-71be11ca4653.jpeg,3771282,https://www.airbnb.com/users/show/3771282,Markus Theodorus Gerardus,05/10/2012,"Buenos Aires, Argentina","Hi to all,

Welcome to Buenos Aires, although originally not from Argentina having lived here quite a while I would love to give travellers the opportunity to stay for while here in our homes to get a truly ""local"" experience!


",within a few hours,96%,62%,f,https://a0.muscache.com/im/users/3771282/profile_pic/1349889113/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3771282/profile_pic/1349889113/original.jpg?aki_policy=profile_x_medium,Palermo,39,41,"['email', 'phone', 'work_email']",t,t,,Palermo,,-34.57744,-58.43702,Entire rental unit,Entire home/apt,3,1.5,1.5 baths,1,1,"[""Air conditioning"", ""Hair dryer"", ""TV with standard cable"", ""Outdoor furniture"", ""Heating"", ""Shared backyard \u2013 Fully fenced"", ""Shared outdoor pool - rooftop"", ""Paid washer \u2013 In building"", ""Paid parking off premises"", ""Dishes and silverware"", ""Elevator"", ""Essentials"", ""Crib"", ""Oven"", ""BBQ grill"", ""Hangers"", ""High chair"", ""Microwave"", ""Private patio or balcony"", ""Single level home"", ""Stove"", ""Sun loungers"", ""Luggage dropoff allowed"", ""Hot water"", ""Wifi"", ""Shared gym in building"", ""Paid dryer \u2013 In building"", ""Private hot tub"", ""City skyline view"", ""Paid parking on premises"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Host greets you"", ""Refrigerator"", ""Long term stays allowed"", ""Free street parking"", ""Kitchen""]",174189,3,180,3,3,180,180,3,180,,t,30,35,60,335,30/01/2025,29,4,0,306,4,24,4180536,26/12/2015,24/12/2024,4.93,4.9,4.76,4.97,4.86,5,4.79,,f,38,38,0,0,0.26
192259,https://www.airbnb.com/rooms/192259,2.02501E+13,29/01/2025,city scrape,DONDE VIVI (2) Room for Rent,"DondeVivi is a large, bright house. Has 4 bedrooms, 2 kitchens, a bathroom, a toilet and a patio. Here live Damian and Viviana. <br />In the front of the house there are 2 bedrooms with balcony to the street to rent and in the back there are 2 other rooms for us and our guests.<br />Damian is a musician, Folklore guitarist  and I am a tango dancer. Damian has children who live with her mother and sometimes are with us.  we also have a very very quiet dog Pompy  :)",,https://a0.muscache.com/pictures/miso/Hosting-192259/original/f88877ab-fe68-4877-8039-18d94f3d18f7.jpeg,645495,https://www.airbnb.com/users/show/645495,Viviana,31/05/2011,"Buenos Aires, Argentina","I am easy going, tango person, some times i am in the city, most of the time this days I am in the farm , we are building a bio house . I love to dance, I like to fix things! chat with friends! I enjoy my job, dancing and teaching Tango to people from different cultures! And , Claro, I like to travel! :)
I enjoy my little Patio and my plants!
Come and visit me! Viviana",within a few hours,100%,90%,t,https://a0.muscache.com/im/pictures/user/User-645495/original/53908835-57f5-442d-9d97-6d4c9d4e318f.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-645495/original/53908835-57f5-442d-9d97-6d4c9d4e318f.jpeg?aki_policy=profile_x_medium,Almagro,2,3,"['email', 'phone']",t,t,,Almagro,,-34.60589,-58.42091,Private room in home,Private room,1,1.5,1.5 shared baths,4,2,"[""Bathtub"", ""First aid kit"", ""Shared patio or balcony"", ""Window guards"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Dedicated workspace"", ""Dishes and silverware"", ""Essentials"", ""Oven"", ""Hangers"", ""Ethernet connection"", ""Private backyard \u2013 Not fully fenced"", ""Stove"", ""Room-darkening shades"", ""Luggage dropoff allowed"", ""Hot water"", ""Wifi"", ""Extra pillows and blankets"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Refrigerator"", ""Long term stays allowed"", ""Free street parking"", ""Kitchen""]",21004,3,1124,3,3,1124,1124,3,1124,,t,29,59,89,364,29/01/2025,50,8,0,336,8,48,1008192,11/10/2011,07/12/2024,4.72,4.8,4.65,4.98,4.88,4.57,4.78,,f,2,0,2,0,0.31
196386,https://www.airbnb.com/rooms/196386,2.02501E+13,30/01/2025,city scrape,"Stylish, Top Location, Doorman & Balcony","Excellent choice. Great Location on Callao between Las Heras and Pacheco de Melo Streets.  It's a comfortable 1 bedroom apartment with a luxurious king size bed, marble countertop bathroom with oversize shower head, fog-free mirror, fully equipped kitchen, fast WIFI, Balcony, and 2 TVs with English Language CNN/BBC. Building has doorman and 24hr security surveillance with SPAD Security Totem.","Great Location. Just a few blocks from the Recoleta Cemetery and Mall, this apartment is also very close to coffee shops, ice cream shops, restaurants, and public transportation.<br />Recoleta is a better location for visitors than Palermo since it is more centrally located.  This saves you time commuting to different touristic activities during your stay!! Getting from Palermo to the Plaza de Mayo can take 40 minutes each way while getting there from Recoleta takes just 15-20 minutes each way!  From Recoleta, you are also closer to La Boca, San Telmo, and Puerto Madero, while you are also just 20 minutes away in the other direction from Palermo where you might go for dinner.<br />Recoleta is also generally safer than Palermo!",https://a0.muscache.com/pictures/b19f2162-0ff6-4a40-be4d-f5795b5a90ce.jpg,956144,https://www.airbnb.com/users/show/956144,Alfredo,11/08/2011,,"I want to make sure you have the best possible stay in BA.  I even wrote an ebook guidebook for first time visitors called Buenos Aires Made Easy! 3rd Edition (updated in sept 2023!)  for guests to be as prepared as possible for their visit.  Ask me about it. I manage properties where I myself would be comfortable staying, and I also use airbnb when I travel.",within a day,100%,100%,f,https://a0.muscache.com/im/users/956144/profile_pic/1313160950/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/956144/profile_pic/1313160950/original.jpg?aki_policy=profile_x_medium,Palermo,3,12,"['email', 'phone']",t,t,"Buenos Aires, Capital Federal, Argentina",Recoleta,,-34.59149,-58.39158,Entire rental unit,Entire home/apt,2,1,1 bath,1,1,"[""Air conditioning"", ""Patio or balcony"", ""Bed linens"", ""Hair dryer"", ""TV with standard cable"", ""Heating"", ""Paid parking off premises"", ""Dishes and silverware"", ""Elevator"", ""Essentials"", ""Crib"", ""Oven"", ""Hangers"", ""Microwave"", ""Stove"", ""Hot water"", ""Wifi"", ""Shampoo"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Refrigerator"", ""Fire extinguisher"", ""Long term stays allowed"", ""Kitchen""]",84017,3,180,3,3,180,180,3,180,,t,5,35,65,65,30/01/2025,3,0,0,65,0,0,0,24/04/2017,15/11/2019,5,5,5,5,5,5,5,,f,3,3,0,0,0.03
203340,https://www.airbnb.com/rooms/203340,2.02501E+13,30/01/2025,city scrape,Amazing view - GREAT Studio - Balcony,"The apartment is in an upscale brand new building . The building features 24 hours per day/ 7 days per week security guards, 5 modern elevators, pool and gym.",,https://a0.muscache.com/pictures/miso/Hosting-203340/original/016c937d-1c07-4bdc-a2a5-e70407106111.jpeg,530261,https://www.airbnb.com/users/show/530261,Luciano,23/04/2011,"Buenos Aires, Argentina","Hi! My name is Luciano. I was born and raised in Patagonia, came to study in this unique city many years ago. I’ve also lived abroad (Amsterdam) and traveled a bunch —which is never enough—: needless to say…I love to walk the earth.  
I have many passions: sports —running, hiking, tennis, biking and, of course, soccer—; languages, art, music, literature and cinema. I have friends from different countries and I enjoy hosting and showing them around, as I do with our guests whenever I have the chance.  My family and I offer several apartments in the best parts of town. We have been renting them for about 18 years! We were one of the first ones in BA to join Airbnb back in 2010. It has been an amazing experience to be part of this community, and we have had the chance to welcome visitors from all over the globe.

Let me know if I can help you with your plans in la Reina del Plata, you are going to love Buenos Aires...",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-530261/original/37e2de7e-ddd2-44fd-9f6d-63b2b81f8978.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-530261/original/37e2de7e-ddd2-44fd-9f6d-63b2b81f8978.jpeg?aki_policy=profile_x_medium,Palermo,34,36,"['email', 'phone']",t,t,,Palermo,,-34.58104,-58.42495,Entire rental unit,Entire home/apt,3,1,1 bath,1,2,"[""Bathtub"", ""Air conditioning"", ""Outdoor playground"", ""Bed linens"", ""Hair dryer"", ""TV with standard cable"", ""Clothing storage: closet"", ""Outdoor furniture"", ""Heating"", ""Dedicated workspace"", ""Blender"", ""Dryer \u2013 In building"", ""Dishes and silverware"", ""Elevator"", ""Pets allowed"", ""Essentials"", ""Hangers"", ""Single oven"", ""Microwave"", ""Private patio or balcony"", ""Shared pool"", ""Washer"", ""Room-darkening shades"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Wine glasses"", ""Hot water"", ""Coffee maker: Nespresso"", ""Wifi"", ""Toaster"", ""Smoke alarm"", ""Shared hot tub"", ""Cooking basics"", ""Iron"", ""Bidet"", ""Refrigerator"", ""Gym"", ""Fire extinguisher"", ""Free street parking"", ""Kitchen""]",66311,7,730,7,7,1125,1125,7,1125,,t,21,51,81,356,30/01/2025,29,10,1,327,11,140,9283540,19/09/2011,07/01/2025,4.86,4.9,4.76,4.83,4.86,5,4.93,,f,29,28,0,0,0.18
204628,https://www.airbnb.com/rooms/204628,2.02501E+13,30/01/2025,city scrape,"Palermo Soho Apartment, Balcony Views","Open space, airy and light with floor to ceiling windows, the apartment is designed for easy living. A large balcony provides outdoor seating. Views of a tree lined street, overlooking William Morris plaza.","Located in Palermo Viejo, known as the ""Soho"" of Buenos Aires. It's a great area to explore by foot. Browse the boutique shops, book stores, and galleries. Get a cup of coffee at Lattente around the corner, and pick up some homemade pasta to bring home. You'll find the best restaurants in the city, offering everything from traditional Argentine parrillas to New York City bagels. The botanical garden, banks and the American Embassy are located within close walking distance. Several grocery stores are steps away.",https://a0.muscache.com/pictures/204bfb31-990d-4a8b-a6aa-02e7f933382f.jpg,917480,https://www.airbnb.com/users/show/917480,Piper,03/08/2011,"Buenos Aires, Argentina","I grew up in Steamboat Springs, CO. I was an exchange student in Brazil in high school and always planned to move to Brazil, but I came to visit a friend in Buenos Aires and ended up staying. 15 years later, I'm still here. I love the parks in Buenos Aires and biking around the city. ",within a few hours,100%,100%,t,https://a0.muscache.com/im/pictures/user/b3bd93d2-24b2-4620-8c37-b33795cd085e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b3bd93d2-24b2-4620-8c37-b33795cd085e.jpg?aki_policy=profile_x_medium,Palermo,1,5,"['email', 'phone']",t,t,"Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina",Palermo,,-34.58351,-58.42811,Entire loft,Entire home/apt,2,1,1 bath,1,1,"[""Bathtub"", ""Air conditioning"", ""Ceiling fan"", ""Bed linens"", ""Hair dryer"", ""TV with standard cable"", ""Outdoor furniture"", ""Heating"", ""Blender"", ""Paid parking off premises"", ""Dishes and silverware"", ""Elevator"", ""Pets allowed"", ""Essentials"", ""Oven"", ""Cleaning available during stay"", ""Hangers"", ""Private patio or balcony"", ""Stove"", ""Washer"", ""Hot water kettle"", ""Park view"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Hot water"", ""Wifi"", ""Smoke alarm"", ""Hammock"", ""Extra pillows and blankets"", ""Cooking basics"", ""Coffee maker"", ""Iron"", ""Host greets you"", ""Refrigerator"", ""Long term stays allowed"", ""Free street parking"", ""Kitchen"", ""Baking sheet""]",63013,5,1125,5,5,1125,1125,5,1125,,t,0,0,0,179,30/01/2025,86,3,0,179,3,30,1890390,21/12/2011,15/11/2024,4.92,4.93,4.81,4.99,5,4.93,4.88,,f,1,1,0,0,0.54
